,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,7,4,5,4,1,5,5,10,8
car,3,61,0,0,1,0,0,3,6,15
bird,10,1,44,9,6,17,6,4,2,1
cat,3,0,8,41,9,29,7,5,0,1
deer,2,0,10,9,33,15,4,16,0,1
dog,1,0,6,17,2,50,1,9,0,0
frog,0,3,4,8,3,11,74,6,2,1
horse,1,0,3,4,4,5,1,79,3,2
ship,12,3,1,1,3,1,1,2,78,4
truck,6,10,1,2,1,3,4,1,7,74
